order_id,customer_id,order_date,status,region_code
O000262,C00236,2026-03-07 02:22:02,DELIVERED,SOUTH
O000263,C00208,2024-10-30 00:27:49,DELIVERED,CENTRAL
O000264,C00154,2026-06-11 15:08:42,DELIVERED,SOUTH
O000265,C00040,2025-11-10 22:14:35,CANCELLED,CENTRAL
O000266,C00096,2025-12-08 04:08:22,DELIVERED,SOUTH
O000267,C00002,2026-03-20 19:29:44,CANCELLED,WEST
O000268,C00380,2025-12-27 15:10:38,CANCELLED,CENTRAL
O000269,C00494,2025-09-23 08:12:58,DELIVERED,WEST
O000270,C00590,2025-07-04 21:18:26,SHIPPED,SOUTH
O000271,C00239,2025-03-28 17:13:58,CANCELLED,NORTH
O000272,C00557,2025-04-27 21:38:38,DELIVERED,SOUTH
O000273,C00592,2024-07-16 00:07:11,DELIVERED,CENTRAL
O000274,C00211,2024-07-18 13:30:54,DELIVERED,EAST
O000275,C00110,2025-09-02 13:03:02,SHIPPED,CENTRAL
O000276,C00549,2025-03-27 09:22:28,DELIVERED,EAST
O000277,C00407,2026-03-29 09:53:37,DELIVERED,WEST
O000278,C00495,2026-01-27 20:09:39,SHIPPED,CENTRAL
O000279,C00260,2026-01-30 17:28:26,RETURNED,CENTRAL
O000280,C00142,2025-06-28 14:21:22,CANCELLED,NORTH
O000281,C00166,2025-03-03 16:07:15,SHIPPED,CENTRAL
O000282,C00564,25-08-2025 12:10:58,DELIVERED,NORTH
O000283,C00006,2024-12-22 14:01:39,DELIVERED,SOUTH
O000284,C00446,2025-11-05 21:42:54,SHIPPED,EAST
O000285,C00082,2025-02-23 13:21:45,DELIVERED,WEST
O000286,C00534,2025-08-25 22:12:52,DELIVERED,CENTRAL
O000287,C00507,2024-09-07 06:14:32,DELIVERED,SOUTH
O000288,C00293,2026-05-14 18:43:34,SHIPPED,CENTRAL
O000289,C00238,2025-12-15 18:38:27,DELIVERED,NORTH
O000290,C00001,2025-07-14 08:34:18,RETURNED,NORTH
O000291,C00362,2025-04-19 14:24:13,DELIVERED,WEST
O000292,C00531,2026-03-03 07:09:14,PLACED,NORTH
O000293,C00292,2024-10-11 19:52:15,DELIVERED,CENTRAL
O000294,C00356,2026-02-27 12:32:04,RETURNED,EAST
O000295,C00200,2025-02-27 21:56:16,DELIVERED,WEST
O000296,C00268,2026-02-19 00:01:48,SHIPPED,CENTRAL
O000297,C00075,2024-10-28 20:11:59,DELIVERED,EAST
O000298,C00264,2024-11-07 18:32:56,CANCELLED,CENTRAL
O000299,C00387,2025-03-24 15:58:53,DELIVERED,SOUTH
O000300,C00472,2025-06-23 16:34:01,CANCELLED,NORTH
O000301,C00265,2025-11-16 04:05:38,PLACED,SOUTH
O000302,C00324,2026-06-04 08:13:56,DELIVERED,EAST
O000303,C00010,2025-12-21 19:21:47,DELIVERED,EAST
O000304,C00096,2025-03-22 10:19:14,DELIVERED,EAST
O000305,C00183,2024-09-26 20:03:05,DELIVERED,EAST
O000306,C00276,2025-02-19 20:44:56,SHIPPED,SOUTH
O000307,C00241,2025-12-03 07:07:49,DELIVERED,EAST
O000308,C00208,2025-02-07 08:12:21,DELIVERED,CENTRAL
O000309,C00110,2025-07-10 05:32:25,SHIPPED,NORTH
O000310,C00007,2026-06-03 17:47:53,DELIVERED,CENTRAL
O000311,C00381,2024-08-23 17:25:13,DELIVERED,WEST
O000312,C00503,2026-02-19 09:51:48,SHIPPED,CENTRAL
O000313,C00228,2025-04-23 14:20:49,DELIVERED,SOUTH
O000314,C00434,2024-09-04 19:00:08,DELIVERED,CENTRAL
O000315,C00356,2024-08-13 18:09:19,DELIVERED,SOUTH
O000316,C00531,2025-10-22 04:14:35,DELIVERED,NORTH
O000317,C00389,2024-07-23 07:32:02,DELIVERED,EAST
O000318,C00266,2025-07-16 22:10:17,SHIPPED,EAST
O000319,C00483,2025-03-10 09:40:10,RETURNED,EAST
O000320,C00511,2025-07-20 06:33:24,DELIVERED,WEST
O000321,C00374,2026-06-28 13:24:58,CANCELLED,EAST
O000322,C00586,2025-10-15 06:24:37,SHIPPED,CENTRAL
O000323,C00103,2026-06-13 08:10:57,DELIVERED,SOUTH
O000324,C00391,2026-01-30 15:35:50,SHIPPED,SOUTH
O000325,C00181,2025-11-07 00:12:55,DELIVERED,SOUTH
O000326,C00547,2026-04-17 18:41:04,DELIVERED,WEST
O000327,C00576,2025-05-14 08:59:54,CANCELLED,NORTH
O000328,C00168,2025-08-22 03:27:51,PLACED,EAST
O000329,C00099,10-11-2025 22:47:36,DELIVERED,EAST
O000330,C00369,2025-04-03 13:00:11,DELIVERED,EAST
O000331,C00422,2025-06-28 00:34:58,SHIPPED,CENTRAL
O000332,C00590,2025-01-30 20:51:48,DELIVERED,CENTRAL
O000333,C00364,2025-01-05 10:13:23,DELIVERED,CENTRAL
O000334,C00081,2025-11-22 16:07:59,DELIVERED,EAST
O000335,C00149,2025-10-28 22:51:38,CANCELLED,EAST
O000336,C00586,2025-09-15 22:50:41,DELIVERED,NORTH
O000337,C00352,2024-09-30 05:45:32,DELIVERED,EAST
O000338,C00274,2026-05-10 10:28:07,DELIVERED,WEST
O000339,C00372,2025-04-14 16:03:32,DELIVERED,CENTRAL
O000340,C00172,2025-10-15 14:56:01,SHIPPED,NORTH
O000341,C00258,2024-11-16 08:24:12,RETURNED,NORTH
O000342,C00407,2025-02-11 05:56:16,SHIPPED,NORTH
O000343,C00056,2025-11-07 19:49:43,PLACED,WEST
O000344,C00107,2025-12-29 02:53:30,DELIVERED,SOUTH
O000345,C00400,2024-10-05 23:42:09,DELIVERED,SOUTH
O000346,C00454,2026-08-05 10:12:26,DELIVERED,SOUTH
O000347,C00030,2026-01-01 06:04:20,PLACED,EAST
O000348,C00479,2025-06-09 17:11:49,RETURNED,CENTRAL
O000349,C00456,2025-04-15 19:49:57,SHIPPED,CENTRAL
O000350,C00468,2025-01-08 21:22:20,DELIVERED,CENTRAL
O000351,C00547,2025-09-29 18:55:09,DELIVERED,EAST
O000352,C00233,2025-11-16 19:30:34,DELIVERED,WEST
O000353,C00423,2025-05-22 13:10:42,DELIVERED,EAST
O000354,C00536,2024-07-20 23:51:51,DELIVERED,SOUTH
O000355,C00481,2025-06-28 10:18:05,DELIVERED,WEST
O000356,C00010,2025-11-11 10:46:09,DELIVERED,EAST
O000357,C00008,2026-03-14 08:16:44,DELIVERED,SOUTH
O000358,C00448,2025-09-05 20:16:11,DELIVERED,SOUTH
O000359,C00400,2026-07-13 23:22:50,DELIVERED,SOUTH
O000360,C00433,2025-04-06 02:44:41,DELIVERED,CENTRAL
O000361,C00292,2026-03-30 09:45:32,DELIVERED,CENTRAL
O000362,C00193,2025-04-12 14:53:39,CANCELLED,SOUTH
O000363,C00114,2024-11-27 10:24:16,DELIVERED,CENTRAL
O000364,C00504,2025-10-17 09:46:08,SHIPPED,NORTH
O000365,C00548,2024-12-13 01:40:04,PLACED,NORTH
O000366,C00129,2025-04-25 09:39:42,DELIVERED,NORTH
O000367,C00155,2025-03-06 03:08:41,PLACED,SOUTH
O000368,C00320,2025-06-26 15:09:41,DELIVERED,WEST
O000369,C00033,2025-07-26 16:44:35,DELIVERED,SOUTH
O000370,C00402,2024-09-06 09:33:50,PLACED,WEST
O000371,C00257,2025-01-12 06:51:30,DELIVERED,NORTH
O000372,C00395,2024-11-12 08:55:30,DELIVERED,WEST
O000373,C00204,2025-03-21 01:04:51,DELIVERED,NORTH
O000374,C00485,2025-12-26 07:27:00,DELIVERED,EAST
O000375,C00044,2025-06-06 05:38:08,DELIVERED,CENTRAL
O000376,C00260,26-12-2025 04:18:28,DELIVERED,EAST
O000377,C00054,2025-01-30 12:59:00,CANCELLED,SOUTH
O000378,C00445,2024-11-03 08:27:07,DELIVERED,SOUTH
O000379,C00123,2025-04-19 21:08:56,DELIVERED,SOUTH
O000380,C00596,2024-07-20 01:23:23,DELIVERED,WEST
O000381,C00159,2026-06-15 21:34:05,DELIVERED,NORTH
O000382,C00512,2025-03-22 05:36:08,SHIPPED,CENTRAL
O000383,C00062,2025-06-22 22:37:16,PLACED,SOUTH
O000384,C00110,2026-06-29 19:23:19,SHIPPED,SOUTH
O000385,C00356,2025-05-31 20:11:23,DELIVERED,WEST
O000386,C00022,2026-07-31 06:53:11,DELIVERED,EAST
O000387,C00257,2026-07-22 04:45:58,CANCELLED,WEST
O000388,C00573,2026-07-04 15:47:23,DELIVERED,WEST
O000389,C00192,2025-01-21 20:29:37,DELIVERED,EAST
O000390,C00282,2026-07-30 16:54:52,CANCELLED,CENTRAL
O000391,C00071,2026-01-29 05:41:55,DELIVERED,WEST
O000392,C00555,2025-05-09 09:26:56,DELIVERED,NORTH
O000393,C00389,2026-04-25 18:16:55,DELIVERED,NORTH
O000394,C00245,2026-04-06 13:06:59,DELIVERED,NORTH
O000395,C00397,2026-05-16 19:29:01,SHIPPED,WEST
O000396,C00290,2026-01-26 05:28:21,DELIVERED,EAST
O000397,C00536,2024-11-01 03:21:55,DELIVERED,NORTH
O000398,C00033,2024-11-20 06:21:53,SHIPPED,WEST
O000399,C00033,2025-01-23 03:27:22,DELIVERED,WEST
O000400,C00539,2026-05-15 17:41:52,DELIVERED,CENTRAL
O000401,C00376,2025-03-30 01:38:52,DELIVERED,NORTH
O000402,C00504,2024-07-24 07:27:38,CANCELLED,NORTH
O000403,C00063,2025-11-02 23:07:23,DELIVERED,WEST
O000404,C00273,2025-07-23 01:59:00,DELIVERED,NORTH
O000405,C00222,2025-05-18 02:41:54,RETURNED,NORTH
O000406,C00545,2024-10-22 08:16:18,DELIVERED,SOUTH
O000407,C00255,2025-12-31 23:46:37,DELIVERED,SOUTH
O000408,C00426,2026-02-02 20:10:55,DELIVERED,CENTRAL
O000409,C00438,2025-07-12 16:33:44,CANCELLED,SOUTH
O000410,C00412,2025-01-11 19:53:04,DELIVERED,SOUTH
O000411,C00454,2026-01-08 21:42:11,RETURNED,EAST
O000412,C00381,2026-01-25 11:40:52,DELIVERED,WEST
O000413,C00247,2026-07-24 11:38:14,DELIVERED,SOUTH
O000414,C00261,2025-07-30 19:53:39,DELIVERED,WEST
O000415,C00001,2025-10-12 14:19:06,DELIVERED,EAST
O000416,C00531,2026-03-13 00:27:15,SHIPPED,EAST
O000417,C00228,2024-07-17 10:47:44,DELIVERED,EAST
O000418,C00567,2024-08-02 09:54:29,DELIVERED,CENTRAL
O000419,C00097,2026-02-16 05:29:37,PLACED,EAST
O000420,C00272,2024-12-17 04:54:00,DELIVERED,CENTRAL
O000421,C00263,2025-03-23 08:20:38,DELIVERED,NORTH
O000422,C00583,2026-02-15 14:25:01,CANCELLED,NORTH
O000423,C00495,21-07-2026 11:40:57,SHIPPED,CENTRAL
O000424,C00308,2024-10-16 21:31:57,PLACED,CENTRAL
O000425,C00058,2025-08-05 02:43:05,CANCELLED,EAST
O000426,C00427,2025-07-02 15:40:24,RETURNED,NORTH
O000427,C00012,2025-02-28 23:37:40,DELIVERED,WEST
O000428,C00537,2024-09-04 10:57:27,PLACED,CENTRAL
O000429,C00335,2026-02-09 05:18:24,DELIVERED,SOUTH
